Date	Client File Number	Client File Merge	Bus Tickets (Number of)	Notes of Service	Food Provided for	Food Pounds	Clothing Items	Diapers	School Kits	Hygiene Kits	Referrals	Financial Support	Type of Bill Paid	Payer of Support	Field1	Field2	Field3
4/22/2004	2939	22939			3		12					0.00					
7/9/2007	2939	0										0.00					
3/22/2004	2940	22940					3					0.00					
3/24/2004	2940	22940					2					0.00					
3/24/2004	2941	22941					5					0.00					
3/10/2010	2941	0				0	5					0.00					
3/11/2010	2941	0			3	20	3					0.00					
3/24/2004	2942	22942					2					0.00					
3/24/2004	2943	22943					16					0.00					
11/19/2008	2943	0				0	14					0.00					
3/23/2009	2943	0				1	10	25				0.00					
3/17/2004	2944	22944					4			1		0.00					
3/23/2004	2944	22944			3		5					0.00					
4/2/2004	2944	22944			4							0.00					
4/13/2004	2944	22944						12				0.00					
4/21/2004	2944	22944					10					0.00					
5/12/2004	2944	22944					7					0.00					
6/2/2004	2944	22944					6					0.00					
6/16/2004	2944	22944					19					0.00					
7/7/2004	2944	22944					7					0.00					
7/14/2004	2944	22944					6					0.00					
7/28/2004	2944	22944					18					0.00					
8/25/2004	2944	22944					23					0.00					
9/1/2004	2944	22944						12				0.00					
9/8/2004	2944	22944						12				0.00					
9/17/2004	2944	22944						12				0.00					
9/24/2004	2944	22944						12				0.00					
9/28/2004	2944	22944						12				0.00					
10/6/2004	2944	22944					4					0.00					
10/20/2004	2944	22944					8					0.00					
10/27/2004	2944	22944					7					0.00					
3/13/2007	2944	22944			2	15						0.00					
9/20/2007	2944	0			2	15	11					0.00					
10/18/2007	2944	0			2	15	3					0.00					
11/20/2007	2944	0			2	15	2					0.00					
12/18/2007	2944	0			2	15	7					0.00					
2/19/2008	2944	0			2	15	0					0.00					
3/21/2008	2944	0			4	25	4					0.00					
4/17/2008	2944	0			4	25						0.00					
6/19/2008	2944	0			4	25						0.00					
7/24/2008	2944	0			4	25	23					0.00					
10/23/2008	2944	0			4	25	8	12				0.00					
11/20/2008	2944	0			5	30	18	12		1		0.00					
1/22/2009	2944	0			5	25	4					0.00					
2/23/2009	2944	0			4	14	5	12		1		0.00					
3/30/2009	2944	0			5	30	7					0.00					
4/27/2009	2944	0			5	30	6	12		1		0.00					
9/17/2009	2944	0			4	25	15					0.00					
10/29/2009	2944	0			4	25	7					0.00					
12/16/2009	2944	0			4	25	17					0.00					
2/25/2010	2944	0			4	25	2					0.00					
4/25/2011	2944	0			4	30	7					0.00					
5/3/2011	2944	0			4	30						0.00					
6/22/2011	2944	0			4	30	9					0.00					
8/9/2012	2944	0				0	2					0.00					
11/14/2012	2944	0			4	30	6					0.00					
12/12/2012	2944	0			4	30	12					0.00					
3/28/2013	2944	0			4	30	8					0.00					
12/18/2013	2944	0			4	30	15					0.00					
2/19/2014	2944	0			4	30	8					0.00					
1/28/2019	2944	0			1	18	6					0.00					
3/24/2004	2945	22945					6					0.00					
4/21/2004	2945	22945					8					0.00					
3/23/2004	2946	22946			3		7					0.00					
4/6/2004	2946	22946					5					0.00					
12/7/2006	2946	22946				0	11					0.00					
3/23/2004	2947	22947			2		3					0.00					
6/29/2004	2947	22947			2							0.00					
8/5/2004	2947	22947			1		3					0.00					
9/28/2004	2947	22947			2							0.00					
4/4/2005	2947	22947			2							0.00					
5/23/2005	2947	22947			2							0.00					
9/6/2005	2947	22947			2							0.00					
11/10/2005	2947	22947			2							0.00					
2/13/2006	2947	22947			2	15						0.00					
8/8/2006	2947	22947			2	15						0.00					
10/31/2006	2947	22947			2	15						0.00					
1/19/2012	2947	0			2	20	0					0.00					
5/16/2012	2947	0			1	15	10					0.00					
5/25/2012	2947	0				0	6					0.00					
6/1/2012	2947	0				0	10					0.00					
6/7/2012	2947	0				0	4					0.00					
7/13/2012	2947	0				0	10					0.00					
8/10/2012	2947	0				0	10					0.00					
8/17/2012	2947	0				0	10					0.00					
8/31/2012	2947	0				0	10					0.00					
9/21/2012	2947	0				0	10					0.00					
9/28/2012	2947	0				0	7					0.00					
10/26/2012	2947	0				0	10					0.00					
11/9/2012	2947	0				0	4					0.00					
11/16/2012	2947	0				0	1					0.00					
11/30/2012	2947	0				0	10					0.00					
12/14/2012	2947	0				0	9					0.00					
12/28/2012	2947	0				0	6					0.00					
1/18/2013	2947	0				0	7					0.00					
2/15/2013	2947	0				0	7					0.00					
3/8/2013	2947	0				0	8					0.00					
3/22/2013	2947	0				0	9					0.00					
10/23/2013	2947	0			1	15	8					0.00					
3/13/2014	2947	0			1	15	7					0.00					
5/7/2014	2947	0			1	15	10					0.00					
6/18/2014	2947	0			1	15	6					0.00					
8/26/2014	2947	0			1	15	10					0.00					
11/26/2014	2947	0			1	15	7					0.00					
12/24/2014	2947	0			1	15	2					0.00					
1/21/2015	2947	0			1	15	4					0.00					
2/25/2015	2947	0			1	15	4					0.00					
4/15/2015	2947	0				0	8					0.00					
6/18/2015	2947	0			1	15	6					0.00					
1/10/2019	2947	0			3	28	5					0.00					
3/23/2004	2948	22948			2		1					0.00					
3/23/2004	2949	22949					2					0.00					
3/24/2004	2951	22951					3					0.00					
3/18/2004	2953	22953					1					0.00					
6/10/2004	2953	22953					5					0.00					
8/26/2004	2953	22953					4			1		0.00					
9/23/2004	2953	22953					1			1		0.00					
1/13/2005	2953	22953					2			1		0.00					
3/17/2005	2953	22953					3					0.00					
3/18/2004	2954	22954					2					0.00					
3/18/2004	2955	22955					5					0.00					
3/18/2004	2956	22956					10					0.00					
3/7/2004	2957	22957					4			1		0.00					
3/30/2004	2957	22957		clothes			6					0.00					
6/10/2004	2957	22957					8			1		0.00					
3/17/2004	2958	22958					3			1		0.00					
3/17/2004	2959	22959					6			1		0.00					
4/28/2004	2959	22959					1					0.00					
5/5/2004	2959	22959					9					0.00					
6/23/2004	2959	22959					5					0.00					
6/30/2004	2959	22959					0					0.00					
7/21/2004	2959	22959					1					0.00					
3/24/2005	2959	22959					7					0.00					
3/30/2005	2959	22959					0					0.00					
7/7/2005	2959	22959					3					0.00					
7/25/2005	2959	22959			1							0.00					
10/4/2005	2959	22959			1		5					0.00					
3/2/2006	2959	22959				0	1					0.00					
5/2/2006	2959	22959			1	10						0.00					
6/26/2006	2959	22959			1	10						0.00					
7/6/2006	2959	22959				0	1					0.00					
8/3/2006	2959	22959			1	10						0.00					
3/17/2004	2960	22960					2			1		0.00					
5/19/2004	2960	22960					3					0.00					
3/24/2010	2960	0				0	1					0.00					
3/17/2004	2961	22961					9			1		0.00					
3/17/2004	2962	22962					3					0.00					
3/17/2004	2963	22963					2					0.00					
1/12/2005	2963	22963					6			1		0.00					
1/24/2006	2963	22963				0	4					0.00					
2/22/2006	2963	22963				0	5					0.00					
3/15/2006	2963	22963				0	6					0.00					
3/28/2006	2963	22963				0	2					0.00					
4/11/2006	2963	22963				0	2					0.00					
5/24/2006	2963	22963				0	2					0.00					
8/20/2009	2963	0				0	4					0.00					
8/26/2009	2963	0				0	3					0.00					
8/31/2009	2963	0				0	2					0.00					
9/2/2009	2963	0				0	4					0.00					
9/16/2009	2963	0				0	4					0.00					
9/29/2009	2963	0			1	10	2					0.00					
10/14/2009	2963	0				0	1					0.00					
10/22/2009	2963	0				0	4					0.00					
11/4/2009	2963	0			1	10	6					0.00					
11/25/2009	2963	0				0	6					0.00					
12/30/2009	2963	0				0	5					0.00					
2/3/2010	2963	0				0	3					0.00					
4/5/2010	2963	0			3	20	6					0.00					
4/21/2010	2963	0				0	3					0.00					
8/9/2011	2963	0				0	3					0.00					
11/20/2012	2963	0				0	2					0.00					
8/6/2015	2963	0			1	15	4					0.00					
3/17/2004	2964	22964					0			1		0.00					
9/28/2004	2964	22964					0					0.00					
11/24/2004	2964	22964					1					0.00					
12/1/2004	2964	22964					1					0.00					
12/9/2004	2964	22964					3					0.00					
3/17/2004	2965	22965					3					0.00					
4/14/2004	2965	22965					7					0.00					
4/28/2004	2965	22965					1					0.00					
5/19/2004	2965	22965					4					0.00					
6/30/2004	2965	22965					0					0.00					
7/28/2004	2965	22965					2					0.00					
8/18/2004	2965	22965					2					0.00					
12/2/2004	2965	22965					1					0.00					
11/8/2007	2965	0			1	10						0.00					
6/16/2009	2965	0			1	10	5					0.00					
6/22/2009	2965	0				0	12					0.00					
7/20/2009	2965	0				0	9					0.00					
4/1/2021	2965	0			1	10	8					0.00					
3/25/2004	2966	22966			3		10					0.00					
6/3/2004	2966	22966			5					1		0.00					
3/1/2005	2966	22966			1					1		0.00					
6/23/2005	2966	22966			1		0			1		0.00					
10/20/2005	2966	22966			1							0.00					
12/20/2005	2966	22966			1	10	2					0.00					
3/7/2006	2966	22966			1	10	1					0.00					
4/4/2006	2966	22966			1	10	1					0.00					
4/18/2006	2966	22966				0	5					0.00					
5/18/2006	2966	22966			1	10						0.00					
6/22/2006	2966	22966			2	15	4					0.00					
7/18/2006	2966	22966			2	15						0.00					
7/27/2006	2966	22966				0	3					0.00					
8/20/2007	2966	0			1	10						0.00					
10/29/2007	2966	0			1	10						0.00					
10/30/2007	2966	0				0	4					0.00					
12/10/2007	2966	0			1	10						0.00					
1/29/2008	2966	0			1	10						0.00					
3/25/2008	2966	0			2	15	6					0.00					
4/17/2008	2966	0			2	15	16					0.00					
5/20/2008	2966	0			2	15	5					0.00					
10/28/2008	2966	0			2	15	4					0.00					
11/18/2008	2966	0			2	15	13			1		0.00					
2/24/2009	2966	0			2	15	5					0.00					
5/12/2009	2966	0			3	20	5					0.00					
7/14/2009	2966	0			2	15	4					0.00					
3/25/2010	2966	0			2	15	4					0.00					
4/15/2010	2966	0			2	15	12					0.00					
5/27/2010	2966	0			3	20	13					0.00					
6/24/2010	2966	0			3	20	5					0.00					
7/15/2010	2966	0			3	25						0.00					
8/5/2010	2966	0			3	25	5					0.00					
9/9/2010	2966	0			3	25	7					0.00					
10/5/2010	2966	0			3	25	3					0.00					
10/26/2010	2966	0			3	25	14					0.00					
12/2/2010	2966	0			3	25	11					0.00					
1/19/2011	2966	0			3	25	7					0.00					
2/15/2011	2966	0			3	25	11					0.00					
3/2/2011	2966	0				0	6					0.00					
4/19/2011	2966	0			3	25	9					0.00					
6/14/2011	2966	0			3	25	3					0.00					
11/15/2011	2966	0			3	25	5					0.00					
2/7/2012	2966	0			3	25	8					0.00					
11/18/2013	2966	0			3	25	13					0.00					
9/28/2015	2966	0			3	25	8					0.00					
10/17/2016	2966	0			3	25	8					0.00					
11/14/2016	2966	0			3	25	6					0.00					
12/20/2016	2966	0			2	20	8					0.00					
3/6/2017	2966	0			2	20	3					0.00					
3/25/2004	2967	22967					12					0.00					
3/31/2004	2967	22967					17					0.00					
4/21/2004	2967	22967					3					0.00					
5/5/2004	2967	22967					10					0.00					
12/9/2004	2967	22967					10					0.00					
3/25/2004	2968	22968			3		17					0.00					
4/26/2004	2968	22968			3							0.00					
5/26/2004	2968	22968			1		7					0.00					
6/30/2004	2968	22968					15			1		0.00					
7/28/2004	2968	22968					12					0.00					
2/22/2005	2968	22968			3		7					0.00					
3/9/2005	2968	22968					9					0.00					
3/30/2005	2968	22968					2					0.00					
5/18/2005	2968	22968					11					0.00					
5/25/2006	2968	22968				0	6					0.00					
5/2/2018	2968	0			2	19	17					0.00					
5/28/2018	2968	0			2	19	6					0.00					
10/4/2018	2968	0			1	18	3					0.00					
2/26/2019	2968	0			1	18	5					0.00					
3/28/2019	2968	0			1	18	4					0.00					
6/18/2019	2968	0			1	18	6					0.00					
3/25/2004	2969	22969			3							0.00					
3/25/2004	2970	22970			4		18					0.00					
3/25/2004	2971	22971			1							0.00					
3/25/2004	2972	22972			4		6					0.00					
4/29/2004	2972	22972			4							0.00					
5/27/2004	2972	22972					8			1		0.00					
10/21/2004	2972	22972			4		11	12		1		0.00					
12/16/2004	2972	22972					15					0.00					
1/25/2005	2972	22972					15					0.00					
2/22/2005	2972	22972					7					0.00					
3/24/2005	2972	22972			3		4					0.00					
5/10/2005	2972	22972			6		3					0.00					
9/6/2005	2972	22972			3		9					0.00					
11/15/2005	2972	22972			3		1					0.00					
3/23/2006	2972	22972			3	20	1					0.00					
6/5/2007	2972	0			3	20	5					0.00					
12/1/2009	2972	0			3	20	11					0.00					
1/21/2010	2972	0			3	20	15					0.00					
2/23/2010	2972	0			3	20	8					0.00					
5/4/2010	2972	0				0	0					0.00					
7/13/2010	2972	0			3	25	8					0.00					
9/14/2010	2972	0			4	30	11					0.00					
1/4/2011	2972	0			4	30	22					0.00					
3/29/2011	2972	0			4	30						0.00					
5/24/2011	2972	0			4	30	4					0.00					
2/28/2012	2972	0			4	30	6					0.00					
11/15/2012	2972	0				0	9					0.00					
2/7/2013	2972	0			2	20						0.00					
5/13/2014	2972	0			4	30	7					0.00					
6/24/2014	2972	0			4	30	9					0.00					
9/2/2014	2972	0			4	30	11					0.00					
10/28/2014	2972	0			4	30	11					0.00					
2/9/2015	2972	0			4	30	10					0.00					
4/13/2015	2972	0			4	30	14					0.00					
7/30/2015	2972	0			4	30	17					0.00					
9/9/2015	2972	0			4	30	12					0.00					
10/13/2015	2972	0			4	30	16					0.00					
11/30/2015	2972	0			4	30	15					0.00					
1/11/2016	2972	0			4	30	3					0.00					
2/29/2016	2972	0			4	30	12					0.00					
4/18/2016	2972	0			4	30	9					0.00					
8/8/2016	2972	0			4	30	5					0.00					
9/8/2016	2972	0			4	30	10					0.00					
10/11/2016	2972	0			4	30	6					0.00					
11/17/2016	2972	0			4	30	8					0.00					
2/21/2017	2972	0			4	30	13					0.00					
4/3/2017	2972	0			4	30	3					0.00					
5/18/2017	2972	0			4	30	12					0.00					
7/31/2017	2972	0			4	30	16					0.00					
9/26/2017	2972	0			5	45	2					0.00					
11/16/2017	2972	0			5	45	10					0.00					
12/19/2017	2972	0			5	45	12					0.00					
4/16/2018	2972	0			5	45	12					0.00					
10/2/2018	2972	0			5	45	12					0.00					
1/22/2019	2972	0			5	45	13					0.00					
4/18/2019	2972	0			5	45	18					0.00					
5/21/2019	2972	0			5	45	12					0.00					
3/25/2004	2973	22973					4					0.00					
10/3/2007	2973	0				0	3			1		0.00					
10/17/2007	2973	0				0	5					0.00					
6/22/2009	2973	0			1	10	10					0.00					
11/18/2010	2973	0			1	15						0.00					
2/1/2011	2973	0			1	15	9					0.00					
6/8/2011	2973	0			1	15	0					0.00					
6/23/2011	2973	0			1	15	7					0.00					
7/19/2011	2973	0				0	4					0.00					
3/31/2004	2974	22974					8					0.00					
3/30/2004	2975	22975		clothes; food	3		10					0.00					
11/16/2004	2975	22975			3		4					0.00					
12/14/2004	2975	22975			2		7					0.00					
4/1/2004	2976	22976			5		9	12				0.00					
5/11/2004	2976	22976					0					0.00					
10/7/2004	2976	22976			6		16					0.00					
3/24/2005	2976	22976					9					0.00					
9/6/2005	2976	22976			1		11			1		0.00					
4/1/2004	2977	22977					3					0.00					
4/2/2004	2977	22977			6							0.00					
4/12/2004	2977	22977						12				0.00					
4/20/2004	2977	22977						12				0.00					
3/31/2004	2980	22980					1					0.00					
4/1/2004	2981	22981			4							0.00					
4/1/2004	2982	22982			3		4					0.00					
3/8/2004	2983	22983					18					0.00					
4/2/2004	2983	22983			7							0.00					
4/8/2004	2983	22983			6		4					0.00					
3/31/2005	2983	22983					7					0.00	Duke Power	St. Philip's Episcopal			
3/22/2004	2984	22984		Financial assistance								58.00					
4/8/2004	2985	22985					9					0.00					
4/8/2004	2986	22986					7			1		0.00					
7/13/2004	2986	22986					9			1		0.00					
5/16/2006	2986	22986				0	10					0.00					
6/17/2009	2986	0			1	10	25					0.00					
7/23/2009	2986	0			2	15	46					0.00					
9/3/2009	2986	0			2	15	30					0.00					
10/8/2009	2986	0			2	15						0.00					
10/27/2009	2986	0				0	20					0.00					
12/1/2009	2986	0			2	15	18					0.00					
12/29/2009	2986	0			2	15	21					0.00					
2/8/2010	2986	0			2	15	20					0.00					
3/9/2010	2986	0			2	15	22					0.00					
4/12/2010	2986	0			2	15	25					0.00					
5/12/2010	2986	0			2	15	18					0.00					
7/1/2010	2986	0			2	20	17					0.00					
8/10/2010	2986	0			2	20	13					0.00					
9/13/2010	2986	0			2	20						0.00					
10/18/2010	2986	0			2	20	16					0.00					
11/18/2010	2986	0			2	20	20					0.00					
2/1/2011	2986	0			2	20	15					0.00					
3/8/2011	2986	0			2	20	15					0.00					
6/8/2011	2986	0			2	20	15					0.00					
7/11/2011	2986	0			2	20	15					0.00					
8/11/2011	2986	0			2	20	10					0.00					
9/12/2011	2986	0			2	20	11					0.00					
10/13/2011	2986	0			2	20	16					0.00					
11/14/2011	2986	0			2	20	10					0.00					
12/14/2011	2986	0			2	20	10					0.00					
2/2/2012	2986	0			2	20	15					0.00					
4/5/2012	2986	0			2	20	2					0.00					
5/14/2012	2986	0			2	20	20					0.00					
8/15/2012	2986	0			2	20	10					0.00					
9/25/2012	2986	0			2	20	15					0.00					
10/29/2012	2986	0			2	20	15					0.00					
11/27/2012	2986	0			2	20	11					0.00					
6/13/2013	2986	0			2	20	10					0.00					
11/18/2013	2986	0			2	20	15					0.00					
2/19/2014	2986	0			2	20	15					0.00					
4/3/2014	2986	0			2	20	14					0.00					
5/5/2014	2986	0			2	20	15					0.00					
6/4/2014	2986	0			2	20	10					0.00					
7/3/2014	2986	0			2	20	9					0.00					
8/5/2014	2986	0			2	20	8					0.00					
10/1/2014	2986	0			2	20	10					0.00					
11/5/2014	2986	0			2	20	12					0.00					
4/16/2015	2986	0			2	20	11					0.00					
4/6/2004	2987	22987					7					0.00					
4/8/2004	2988	22988					27					0.00					
4/8/2004	2989	22989			2		13					0.00					
4/6/2004	2990	22990					5			1		0.00					
4/6/2004	2991	22991			6		14					0.00					
4/8/2004	2992	22992					5			1		0.00					
3/5/2008	2992	0				0	6					0.00					
4/8/2004	2993	22993			1		6			1		0.00					
5/10/2004	2993	22993			1							0.00					
5/20/2004	2993	22993					5					0.00					
6/10/2004	2993	22993			1		0					0.00					
7/8/2004	2993	22993			2		7					0.00					
4/7/2004	2994	22994					4					0.00					
4/8/2004	2994	22994					17					0.00					
4/8/2004	2995	22995			1		2					0.00					
4/8/2004	2996	22996					3			1		0.00					
4/8/2004	2997	22997			2		7			2		0.00					
5/18/2004	2997	22997			2		8					0.00					
8/3/2004	2997	22997			2		7					0.00					
10/25/2004	2997	22997			2					1		0.00					
3/29/2005	2997	22997			2		12			1		0.00					
7/12/2005	2997	22997			2							0.00					
3/24/2010	2997	0				0	2					0.00					
4/13/2004	2999	22999			3		14					0.00					
4/14/2004	3000	23000					6			1		0.00					
4/14/2004	3002	23002					8					0.00					
4/15/2004	3003	23003			2					1		0.00					
5/20/2004	3003	23003			2		4			1		0.00					
8/12/2004	3003	23003					3					0.00					
9/13/2004	3003	23003			2							0.00					
10/12/2004	3003	23003			2		6					0.00					
11/15/2004	3003	23003			2							0.00					
12/30/2004	3003	23003			2							0.00					
1/20/2005	3003	23003			2		6					0.00					
2/14/2005	3003	23003			2							0.00					
3/15/2005	3003	23003			2					1		0.00					
4/11/2005	3003	23003			2							0.00					
6/7/2005	3003	23003			2					1		0.00					
6/16/2005	3003	23003			2		2					0.00					
7/25/2005	3003	23003			2							0.00					
5/4/2006	3003	23003			2	15						0.00					
5/25/2006	3003	23003			2	15						0.00					
7/20/2006	3003	23003			2	15	2					0.00					
9/7/2006	3003	23003			2	15	2					0.00					
10/12/2006	3003	23003			2	15	2					0.00					
4/15/2004	3004	23004					6			1		0.00					
5/5/2004	3004	23004					7					0.00					
6/2/2004	3004	23004					6					0.00					
4/6/2005	3004	23004					5					0.00					
5/5/2005	3004	23004					1					0.00					
5/17/2005	3004	23004					4			1		0.00					
6/8/2005	3004	23004					8					0.00					
6/15/2005	3004	23004					2					0.00					
6/29/2005	3004	23004					3					0.00					
6/30/2005	3004	23004					2					0.00					
7/6/2005	3004	23004					0					0.00					
7/13/2005	3004	23004					0					0.00					
7/20/2005	3004	23004					2					0.00					
8/18/2005	3004	23004					9					0.00					
8/24/2005	3004	23004					6					0.00					
9/13/2005	3004	23004					2					0.00					
9/27/2005	3004	23004					2					0.00					
10/6/2005	3004	23004					5					0.00					
10/24/2005	3004	23004					2					0.00					
12/21/2005	3004	23004				0	2					0.00					
12/27/2005	3004	23004				0	2					0.00					
1/10/2006	3004	23004				0	3					0.00					
1/19/2006	3004	23004				0	6					0.00					
8/2/2006	3004	23004				0	1					0.00					
8/15/2006	3004	23004				0	4					0.00					
9/12/2006	3004	23004				0	3					0.00					
7/16/2008	3004	0				0	4					0.00					
12/11/2008	3004	0				0	4					0.00					
10/27/2009	3004	0				0	0					0.00					
1/15/2018	3004	0			1	18	5					0.00					
2/27/2018	3004	0				0	3					0.00					
3/27/2018	3004	0			1	18	3					0.00					
5/25/2018	3004	0			1	18	1					0.00					
10/16/2018	3004	0			1	18	3					0.00					
12/20/2018	3004	0				0	2					0.00					
1/31/2019	3004	0			1	18	3					0.00					
2/28/2019	3004	0			1	18	1					0.00					
4/15/2004	3005	23005			3		12					0.00					
8/18/2004	3005	23005					4					0.00					
6/27/2006	3005	23005			4	25	13					0.00					
4/22/2004	3006	23006					1					0.00					
4/22/2004	3007	23007					5					0.00					
5/5/2004	3007	23007					9					0.00					
6/29/2004	3007	23007					10					0.00					
8/5/2004	3007	23007					4					0.00					
7/8/2004	3008	23008					5					0.00					
12/15/2004	3008	23008					0					0.00					
9/16/2009	3008	0				0	2					0.00					
4/22/2004	3009	23009			3							0.00					
11/4/2010	3010	0			3	25	2					0.00					
4/21/2004	3011	23011					3					0.00					
5/5/2004	3011	23011					2					0.00					
6/2/2004	3011	23011					3					0.00					
8/11/2004	3011	23011					0					0.00					
8/18/2004	3011	23011					3					0.00					
10/6/2004	3011	23011					5					0.00					
12/21/2004	3011	23011					6					0.00					
2/17/2005	3011	23011					6					0.00					
4/28/2010	3011	0				0	2					0.00					
4/19/2004	3012	23012			3							0.00					
10/12/2004	3012	23012			3		3					0.00					
4/20/2004	3013	23013					11					0.00					
4/20/2004	3014	23014					5					0.00					
6/27/2006	3014	23014				0	6					0.00					
4/20/2004	3015	23015			3		3					0.00					
7/26/2004	3015	23015			3							0.00					
4/20/2004	3016	23016			2		5					0.00					
4/21/2004	3017	23017					9					0.00					
6/16/2004	3017	23017					6			1		0.00					
4/29/2004	3018	23018			4							0.00					
4/29/2004	3019	23019			3							0.00					
8/31/2004	3019	23019			3							0.00					
4/29/2004	3020	23020			4							0.00					
7/29/2004	3020	23020			4		0					0.00					
3/14/2005	3020	23020			4							0.00					
4/29/2004	3021	23021			4							0.00					
4/29/2004	3022	23022			3			24				0.00					
5/4/2004	3022	23022					10					0.00					
9/23/2004	3022	23022			3		12			1		0.00					
1/22/2019	3022	0				0	4					0.00					
2/12/2019	3022	0				0	4					0.00					
4/29/2004	3023	23023			3			12				0.00					
4/28/2004	3024	23024					14					0.00					
4/28/2004	3025	23025					5					0.00					
4/28/2004	3026	23026					1					0.00					
6/2/2004	3027	23027					6					0.00					
7/14/2004	3027	23027					0					0.00					
7/28/2004	3027	23027					2					0.00					
8/4/2004	3027	23027								1		0.00					
8/11/2004	3027	23027					0					0.00					
9/1/2004	3027	23027					1					0.00					
9/8/2004	3027	23027					1					0.00					
9/15/2004	3027	23027					4					0.00					
9/22/2004	3027	23027					4					0.00					
10/6/2004	3027	23027					2					0.00					
10/27/2004	3027	23027					1					0.00					
11/10/2004	3027	23027					2					0.00					
2/9/2009	3027	0			1	10	8			1		0.00					
4/9/2009	3027	0				0	10					0.00					
5/5/2004	3028	23028					0					0.00					
5/19/2004	3028	23028					2					0.00					
5/27/2004	3028	23028					5					0.00					
6/2/2004	3028	23028					3					0.00					
6/9/2004	3028	23028					0					0.00					
8/4/2004	3028	23028								1		0.00					
8/25/2004	3028	23028					4					0.00					
9/15/2004	3028	23028					0					0.00					
4/26/2004	3030	23030			2							0.00					
4/27/2004	3031	23031			5		40					0.00					
12/16/2004	3031	23031			5		19	12				0.00					
3/10/2005	3031	23031					10					0.00					
4/21/2005	3031	23031			4		21					0.00					
6/2/2005	3031	23031			4		15					0.00					
7/14/2005	3031	23031			4		12					0.00					
8/4/2005	3031	23031			4		16					0.00					
9/15/2005	3031	23031			4		19					0.00					
10/27/2005	3031	23031			4		16					0.00					
12/29/2005	3031	23031			4	25	18					0.00					
2/9/2006	3031	23031			4	25	24					0.00					
4/20/2006	3031	23031			4	25	9					0.00					
6/1/2006	3031	23031			4	25	18					0.00					
7/27/2006	3031	23031			4	25	19					0.00					
7/23/2009	3031	0			5	30	13					0.00					
8/24/2009	3031	0			5	30	35					0.00					
9/28/2009	3031	0			5	30	50					0.00					
10/28/2009	3031	0			5	30	21					0.00					
1/28/2010	3031	0			5	30	20					0.00					
3/8/2010	3031	0			5	30	25					0.00					
4/13/2010	3031	0			5	30	25					0.00					
6/11/2010	3031	0			5	30	25					0.00					
7/26/2010	3031	0			5	45	25					0.00					
11/10/2010	3031	0			5	45	18					0.00					
12/13/2010	3031	0			5	45	25					0.00					
1/25/2011	3031	0			5	45	25					0.00					
5/9/2011	3031	0			5	45	25					0.00					
6/14/2011	3031	0			5	45	25					0.00					
12/6/2011	3031	0			5	45	15					0.00					
7/24/2012	3031	0			5	45	25					0.00					
9/18/2012	3031	0			5	45	25					0.00					
4/9/2013	3031	0			5	45	25					0.00					
5/15/2013	3031	0			5	45	25					0.00					
10/7/2013	3031	0			5	45	20					0.00					
11/11/2013	3031	0			5	45	25					0.00					
1/6/2014	3031	0			5	45	25					0.00					
4/7/2014	3031	0			5	45	25					0.00					
5/27/2014	3031	0			5	45	25					0.00					
6/30/2014	3031	0			5	45	25					0.00					
7/28/2014	3031	0			5	45	21					0.00					
9/29/2014	3031	0			5	45	25					0.00					
11/10/2014	3031	0			5	45	25					0.00					
1/5/2015	3031	0			5	45	17					0.00					
3/9/2015	3031	0			5	45	25					0.00					
5/4/2015	3031	0			5	45	24					0.00					
6/29/2015	3031	0			5	45	25					0.00					
8/10/2015	3031	0			5	45	22					0.00					
9/21/2015	3031	0			5	45	25					0.00					
1/26/2016	3031	0			5	45	18					0.00					
3/24/2016	3031	0			5	45	24					0.00					
12/20/2016	3031	0			5	45	21					0.00					
4/27/2004	3032	23032			2		6					0.00					
2/28/2005	3032	23032			2			12				0.00					
4/27/2004	3033	23033					15					0.00					
4/27/2004	3035	23035					13					0.00					
4/27/2004	3037	23037			3							0.00					
10/26/2004	3037	23037			3		11					0.00					
1/13/2005	3037	23037			3		24					0.00					
2/17/2005	3037	23037			4		23					0.00					
5/5/2005	3037	23037			3		10					0.00					
7/14/2005	3037	23037			3		12					0.00					
10/18/2005	3037	23037			3		12					0.00					
12/15/2005	3037	23037			3	20	10					0.00					
2/23/2006	3037	23037			3	20	9					0.00					
4/20/2006	3037	23037			3	20	5					0.00					
6/27/2006	3037	23037			3	20	15					0.00					
11/15/2007	3037	0			3	20	4					0.00					
4/27/2004	3038	23038			3		20					0.00					
10/26/2006	3038	23038			3	15	11					0.00					
4/19/2004	3039	23039			4			12				0.00					
6/29/2004	3039	23039			6							0.00					
5/5/2005	3039	23039			6							0.00					
10/31/2005	3039	23039			7							0.00					
5/17/2004	3040	23040			2							0.00					
5/13/2004	3041	23041					5					0.00					
6/10/2004	3041	23041					7					0.00					
7/15/2004	3041	23041					0			1		0.00					
1/20/2005	3041	23041					7					0.00					
2/17/2005	3041	23041					5					0.00					
3/17/2005	3041	23041					3					0.00					
4/14/2005	3041	23041					7					0.00					
5/19/2005	3041	23041					2					0.00					
6/30/2005	3041	23041					2					0.00					
9/22/2005	3041	23041					2					0.00					
10/20/2005	3041	23041					3					0.00					
11/17/2005	3041	23041					2					0.00					
12/15/2005	3041	23041				0	2					0.00					
1/19/2006	3041	23041				0	6					0.00					
2/16/2006	3041	23041				0	5					0.00					
4/20/2006	3041	23041				0	1					0.00					
10/12/2006	3041	23041				0	2					0.00					
