,EE Provider ID,EE UID,Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status
3515,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),990795,jbim06081964j520b623,488736,54.0,54.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3516,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),990801,xvnm10041993x160v500,488735,24.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3517,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),990802,csef06121994c623s320,488737,24.0,24.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3518,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),990898,ttwm07191962t600t525,230119,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3519,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991080,ayuf10171974a200y520,325263,43.0,44.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3520,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991081,mcof01261961m600c160,378315,57.0,57.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3522,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991784,gptf04131963g460p320,387589,55.0,55.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3523,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991785,sflf06281978s600f453,390304,40.0,40.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3524,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991786,dsrm07101974d562s362,425738,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3525,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),991787,ewim03131961e620w623,489122,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3537,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),992370,rarm04301965r163a652,489370,53.0,53.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3538,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),992372,sdym02161980s550d635,252667,38.0,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3539,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993165,dcrf07291987d540c636,158605,31.0,31.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3540,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993174,jbsm02261942j420b200,489666,76.0,77.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3542,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993451,madm10141965m620a536,110517,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3543,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993456,dbem05051983d400b635,489790,35.0,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3544,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993458,mbef11081974m620b635,489369,43.0,43.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3545,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),993703,rhlm11201957r200h400,489875,60.0,60.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3547,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994029,gakm10271998g620a325,489961,24.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3548,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994038,jshm02291976j630s526,298422,42.0,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3549,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994046,lhrm06101967l562h620,451261,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3550,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994239,khrm04271997k250h616,407506,21.0,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3553,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994570,cpem11131965c642p634,490117,52.0,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3556,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),994998,ljcm05071990l652j250,450854,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3559,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996125,asnf08171978a500s522,490732,40.0,40.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
3560,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996129,llwm09201985l652l200,202524,32.0,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3561,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996131,nmrm11271967n655m625,129902,50.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3562,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996132,rwlm03261967r163w452,490730,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3563,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996304,cjnm01121990c565j520,419389,28.0,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3564,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996339,jgem12171957j520g650,348889,60.0,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3565,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996417,djnm01191959d230j520,490891,59.0,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3566,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996419,ttom10051991t600t610,386564,26.0,27.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3567,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996704,jalf01241964j245a425,467749,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3568,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),996705,tfrf03031967t500f612,220296,51.0,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3569,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),997325,tsof12101997t520s322,96440,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3572,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),997743,rwlm05031998r254w435,445476,20.0,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3573,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),997744,dhgm08171975d230h220,491343,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3574,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),998025,kjhm08061969k150j525,489242,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3575,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),998026,kgif05301973k560g613,361388,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3578,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),998373,abmm05271995a112b510,491574,23.0,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3579,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),999161,lkif03191977l264k523,172045,41.0,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3582,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),999676,tpim05031961t620p652,491501,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3587,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),999918,rwlm11301961r254w435,405977,56.0,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3588,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),999927,vpif08011973v220p652,491530,45.0,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3589,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000077,mgam07051971m640g436,492055,47.0,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3590,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000078,gjhm05081971g600j525,492054,47.0,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3591,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000079,advm08251958a654d120,205664,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3592,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000080,kbsf03271979k630b210,296817,39.0,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3595,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000646,ksem12091964k530s315,492213,53.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3596,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1000972,akdf01061974a452k300,492384,44.0,44.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3599,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1001101,naef12311991n340a425,485403,26.0,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3602,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1001541,mwef03091991m620w460,492595,27.0,27.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3604,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1001743,kcrf07301966k650c632,217790,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3605,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1001752,genm04181965g620e520,492690,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3606,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1002339,bbaf01081975b400b632,492861,43.0,43.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3608,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1002847,jhnm06171978j500h560,353470,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3609,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1002852,mbom09201955m240b650,488936,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3611,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1002944,ecmm10101967e435c514,178687,50.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3612,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1002949,jgam04231963j160g650,349449,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3615,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003215,shdm07091972s315h322,204395,46.0,46.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3617,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003537,csnm06071977c623s536,493023,41.0,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3618,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003695,alwf09061989a164l200,275228,29.0,29.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3620,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003859,gcom02141975g600c651,493476,43.0,43.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3621,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003860,twmm09231960t655w520,493475,58.0,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3622,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1003863,bhrf09081979b616h616,493474,39.0,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3624,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1004004,wsim12181960w400s530,379111,57.0,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3626,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1004379,cjcf10091963c530j250,166240,55.0,55.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3628,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005030,tibm07021958t520i513,426926,60.0,60.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3629,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005151,laam08201941l500a352,493799,77.0,77.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3631,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005315,lsrm07271973l600s615,494064,45.0,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3632,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005316,llof11281937l400l520,204290,80.0,81.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3633,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005406,fsif02271974f420s530,493723,44.0,44.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3634,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005762,khym06181969k150h200,494261,49.0,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3636,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005764,rmmf11071940r400m254,178760,77.0,78.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3638,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1005766,faef04191968f420a425,494262,50.0,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3639,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1006534,thdf05271963t650h322,494120,55.0,55.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3642,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1007574,mdjm03191977m526d222,407616,41.0,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3643,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1007576,tmno04201988t530m256,490020,30.0,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3644,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1007987,cgif03021970c540g520,495022,48.0,48.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3651,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1008595,lmtf04081969l200m320,459271,49.0,49.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3652,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1008601,llnf01211996l253l520,495392,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3654,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1010376,mwrm09021983m536w650,495985,35.0,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3657,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1011456,nbrf04131991n260b656,173608,27.0,27.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3659,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1011463,rgom05111952r263g355,496402,66.0,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3680,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1013833,sjnf12181952s536j520,497056,65.0,65.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3683,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1014896,bjhm09151963b600j525,497406,55.0,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3684,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1014935,etrm08271974e562t620,204770,44.0,44.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
3685,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1014939,dmem08141988d242m620,461144,30.0,30.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3687,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1015866,ajnf10171964a640j520,497739,54.0,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3696,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1015898,amgm04141978a536m260,332565,40.0,40.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3697,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1016787,radm08241968r254a536,498085,50.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3698,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018406,trcm06021972t530r263,461824,45.0,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3699,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018876,acrf12191986a516c600,498539,31.0,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3700,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018877,mdvf04051973m453d151,367064,45.0,46.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3701,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018878,adnf05121996a500d540,498540,22.0,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3702,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018879,pcaf03041966p540c416,498541,52.0,52.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3703,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018880,cram08131987c300r500,498542,31.0,31.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3706,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018883,rmom05171965r350m600,275833,53.0,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3712,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018975,ahnf01221971a524h550,498577,47.0,47.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3713,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1018979,jewf09211967j500e363,170277,51.0,51.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3714,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019070,sdnm07171976s550d541,498604,42.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3715,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019071,jprm06151970j420p636,498614,48.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3716,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019084,dpef02151975d630p613,152503,43.0,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3717,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019243,smcf05161990s400m240,330160,28.0,28.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3718,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019245,jbym05201994j220b653,498675,24.0,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3719,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019670,swlm02161958s315w426,26624,60.0,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3720,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1019671,yjnf05251971y453j520,26625,47.0,47.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3723,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1020259,fgam10071979f636g653,259367,39.0,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3725,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1020609,tssf06291995t500s260,499134,23.0,23.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3729,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021132,agrf08281978a524g655,499237,40.0,40.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3731,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021138,qwlm10071990q560w452,499238,28.0,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3733,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021143,chrm12091967c465h616,159188,51.0,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3734,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021146,twbm04071992t500w100,499239,26.0,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3735,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021147,qlwm08111990q250l200,426252,28.0,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3736,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1021148,cgef08221965c640g656,194712,53.0,53.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3737,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1022186,dtum10301987d250t623,268176,31.0,31.0,Male,Black or African American (HUD),Client doesn't know (HUD),No (HUD)
3740,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1022190,lrvm06291969l200r160,145480,49.0,49.0,Male,Client doesn't know (HUD),Hispanic/Latino (HUD),No (HUD)
3741,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1022191,kryf06161998k100r543,499578,20.0,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3744,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023327,dcgm08021976d500c252,499958,42.0,42.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
3745,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023895,ddvm03241999d560d120,331506,19.0,20.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3746,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023906,kdvf06161979k640d120,322232,39.0,39.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3747,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023907,abrf02071979a500b620,417907,39.0,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3748,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023908,abof10311985a530b500,373160,33.0,33.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3749,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1023909,lcnm11151958l143c536,285164,60.0,60.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
3753,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1024587,dbrm01151965d640b630,486416,53.0,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3754,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1025422,gpef10121984g536p620,218579,34.0,34.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3755,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1025423,cpwf06181965c640p400,468742,53.0,53.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3758,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1025428,wcmm12291955w500c565,500604,63.0,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3759,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1025436,owlm01231994o231w400,371020,24.0,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3760,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1025905,gcmm03061971g451c514,500803,47.0,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3764,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1026172,jrgm10181975j500r262,500865,43.0,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3766,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1026174,cfem04011974c642f655,359310,44.0,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3767,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1026175,cotm01011973c400o340,282698,46.0,46.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
3768,Urban Ministries of Durham - Durham County - Singles Emergency Shelter - Private(5838),1026176,depm01111987d236e120,473014,32.0,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
